caption_id,caption,caption_rephrased
1764,"Get ready to laugh with this hilarious and weird parody song featuring low quality metallic detuned percussion, a funny synth lead, and a wide sustained strings melody that will have you tap your feet while listening to flat male vocal, wooden percussion hits, and male and crowd coughs blended with a harmonized mixed vocal.","Recommend a song with low quality metallic detuned percussion, funny synth lead, wide sustained strings melody, flat male vocals, wooden percussion hits, and blended harmonized mixed vocals that will make me laugh."
1765,"The music video features a female singer belting out groovy, youthful, and cheerful tunes accompanied by desk tapping and clapping rhythms, despite the amateur quality and lack of harmonious instrumentation, creating a hilarious college humour vibe with fart jokes, laughter, and make-your-own-song fun, perfectly capturing the essence of teenage fun and killing time.","I'm looking for music that captures the carefree spirit of a college dorm room, think upbeat pop with clapping rhythms, youthful energy, and a dash of humor - can you recommend something like that?"
1766,"Experience a hauntingly beautiful journey through the depths of low-quality audio as shimmering chains clank and hum alongside smooth bass, while the unbalanced stereo image amplifies the eerie effects of a mesmerizing synth lead and subtle munching sound effects in this unforgettable musical piece.","Recommend a song that combines low-quality audio with shimmering chains, smooth bass, unbalanced stereo image, mesmerizing synth lead, and subtle munching sound effects for an unforgettable listening experience."
1767,"This disco song features a groovy bassline, a catchy and soulful male voice, a background vocalist adding depth, vocal harmonies to amplify the chorus, programmed percussion that grooves with an irresistible rhythm, synth chords that build the melody and a moderate tempo that makes it the perfect dance song.","I'm looking for a disco song with a funky bassline, soulful male vocals, layered harmonies, infectious percussion, and a moderate tempo to get me moving on the dance floor."
1769,"This track is a high-energy rock anthem featuring electric guitar riffs, driving bass, and acoustic drums, all accompanied by layers of background noises and voices, with a male voice singing an uptempo melody.","I'm looking for more tracks like this high-energy rock anthem with electric guitar riffs, driving bass, and acoustic drums."
1770,"Experience the Mediterranean coast with this romantic and nostalgic instrumental track featuring soft reverb electric guitar solos, eastern drums, a slow tempo, and an ambience vocal choir that is sure to transport you to a place of serene beauty.","Recommend an instrumental track with soft reverb electric guitar solos, eastern drums, slow tempo, and ambience vocal choir to evoke a sense of serene beauty reminiscent of the Mediterranean coast."
1771,"This bluesrock track features an e-bass, guitars, and acoustic drums, accompanied by background cheering and a male mid range voice singing, all set to a medium tempo.","Recommend a bluesrock track featuring electric bass, guitars, and acoustic drums with a male mid-range voice and background cheering at a medium tempo."
1772,"This haunting and melancholic Russian lullaby showcases the classical beauty of male vocals singing with a medium-to-high pitch, accompanied by the gentle strings and piano, creating a crestfallen atmosphere that will tug at your heartstrings.","I'm looking for music with haunting male vocals in medium-to-high pitch, accompanied by gentle strings and piano, to create a melancholic atmosphere."
1773,"Experience the rawness of a low quality, live acoustic performance with groovy blues vibes, a smooth double bass and acoustic rhythm guitar chord progression, complemented by the nasal male vocal and the sound of a lively crowd talking, creating a brilliant, albeit dull atmosphere.",I'm looking for music that captures the raw energy of a live acoustic performance with bluesy undertones and a prominent double bass and rhythm guitar accompaniment.
1774,"This tribal fusion dance song features a blend of male and female voices, a hypnotic dance beat, programmed percussion, driving bass, and traditional instruments all coming together in a moderate tempo to create an irresistible, rhythmic groove.","I'm looking for a music recommendation that blends male and female voices with tribal fusion dance elements, programmed percussion, driving bass, and traditional instruments at a moderate tempo."
1775,"This song is a complex and unique Indo-European fusion that blends elements of Carnatic music with medium-to-high pitch female vocals, intricate piano and electric guitar melodies, bass guitar grooves, virtual sounding brass sections, and electronic percussion to create an atmospheric and eccentric sound.","Recommend a song that fuses Carnatic music with Western instruments, featuring medium-to-high pitch vocals, intricate piano/guitar melodies, driving bass, virtual brass, and electronic percussion to create an atmospheric and eccentric sound."
1776,Experience a mystical blend of traditional Indian folk and Carnatic music with sharp male vocals accompanied by the soul-stirring sitar in this enchanting rendition of a classic piece of Indian music.,Recommend a song that blends traditional Indian folk and Carnatic music with sharp male vocals and soul-stirring sitar accompaniment in an enchanting rendition of a classic Indian piece.
